RegionID,RegionName,SizeRank,Index,HistoricAverage_1985thru1999,1979-03,1979-06,1979-09,1979-12,1980-03,1980-06,1980-09,1980-12,1981-03,1981-06,1981-09,1981-12,1982-03,1982-06,1982-09,1982-12,1983-03,1983-06,1983-09,1983-12,1984-03,1984-06,1984-09,1984-12,1985-03,1985-06,1985-09,1985-12,1986-03,1986-06,1986-09,1986-12,1987-03,1987-06,1987-09,1987-12,1988-03,1988-06,1988-09,1988-12,1989-03,1989-06,1989-09,1989-12,1990-03,1990-06,1990-09,1990-12,1991-03,1991-06,1991-09,1991-12,1992-03,1992-06,1992-09,1992-12,1993-03,1993-06,1993-09,1993-12,1994-03,1994-06,1994-09,1994-12,1995-03,1995-06,1995-09,1995-12,1996-03,1996-06,1996-09,1996-12,1997-03,1997-06,1997-09,1997-12,1998-03,1998-06,1998-09,1998-12,1999-03,1999-06,1999-09,1999-12,2000-03,2000-06,2000-09,2000-12,2001-03,2001-06,2001-09,2001-12,2002-03,2002-06,2002-09,2002-12,2003-03,2003-06,2003-09,2003-12,2004-03,2004-06,2004-09,2004-12,2005-03,2005-06,2005-09,2005-12,2006-03,2006-06,2006-09,2006-12,2007-03,2007-06,2007-09,2007-12,2008-03,2008-06,2008-09,2008-12,2009-03,2009-06,2009-09,2009-12,2010-03,2010-06,2010-09,2010-12,2011-03,2011-06,2011-09,2011-12,2012-03,2012-06,2012-09,2012-12,2013-03,2013-06,2013-09,2013-12,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06
394619,"Fresno, CA",56,Price To Income,3.3032281998384603,3.8975612256953998,4.03921043677365,3.95177227828556,4.01973902177005,3.94935883371781,3.98927746162506,4.02281087190863,4.15702601576056,4.07846896882523,4.178469676681161,4.042054138779879,4.30701037152496,4.24840008182351,4.29142382010581,4.12689277882454,3.9743279247313397,3.93336814898574,3.81759758342763,3.7280322449893397,3.5345997706195997,3.68447983404916,3.68968940201585,3.5943993177484,3.4984290355595804,3.4283988788733,3.4605528712727796,3.48105749398239,3.39645649948535,3.34741732307553,3.41647358322007,3.3582592505829196,3.34118941824339,3.3267741748062796,3.3085616716646897,3.23217168050521,3.14704962035788,3.16425267409778,3.15756973498202,3.1240839085361802,3.0856420868145604,3.03338529594805,3.08076568088407,3.1267004007825805,3.15551197454961,3.14793037254597,3.2497845159481202,3.29570059080087,3.3553597353127302,3.43894033410735,3.46900791500027,3.47890542184277,3.6110218359762003,3.6046117201622496,3.59774062434734,3.62556580710534,3.59686047450906,3.5838968202257098,3.6050030697214597,3.59835370657561,3.5779706175651698,3.53649788965621,3.4440810163892994,3.3631884558935203,3.3500483515231902,3.27974835259551,3.29789472801223,3.33941396453938,3.32609580820495,3.3152830907314503,3.26444360139467,3.2150898354023703,3.19086188724977,3.17376507618315,3.1210591089344595,3.0747687556964203,3.07930236276998,3.09450991897083,3.0942933090115603,3.05382724743447,3.0074902241723196,2.9655921191799903,2.93620321289719,2.9657085653155804,3.03118954048195,3.05398736402114,3.0330510140696605,2.99613895353088,3.01505968914488,3.07572544931449,3.1960237961484106,3.30641554372014,3.40080273228952,3.49990064886568,3.60177589603364,3.75416685414913,3.9374212515749707,4.12046091993605,4.3233027893061395,4.515583389315459,4.68108022119734,4.86164327647562,5.11858949038485,5.42792233597497,5.7791152044671605,6.15795556846796,6.4865316779384194,6.70723545097333,6.805297919788471,6.74258857556038,6.6331246644416,6.44476954920717,6.284607769308031,6.11841818874259,5.90042394666384,5.629984563439059,5.27820741898049,4.93784822682413,4.62019623155306,4.35874245152341,4.12249015449218,3.97521947827347,3.78799492643527,3.7019380928114702,3.65782168240418,3.6675349803539103,3.59027202659253,3.5160343708861803,3.4952548963085497,3.37028749158551,3.28685376286992,3.23555428903889,3.23486057543113,3.2468028364513906,3.2954835872857897,3.3663791083159,3.4128715050467795,3.50948349319583,3.6717766513993197,3.85817873535308,3.91833807439248,3.9913918078267003,4.04312578398214,4.06188775848302,4.0789450937664995,4.10968961417139,4.16237885657967,4.17595099195863,4.17726352978559,4.21795059156289,4.28732361402633,4.35118922622647,4.4066835579396795,4.47166960271609,4.48570349554601,4.55674557256215,4.5795767656945,4.64857599288439,4.65868610778662
395238,"Worcester, MA",57,Price To Income,3.0477921685229803,,,2.37688620416168,2.27104440024821,2.2504911636059104,2.2986124701640898,2.36946676229718,2.45009710491438,2.33362821478491,2.37357928830486,2.40132050265335,2.41959466346825,2.2157705191319703,2.38312879897742,2.41497640107413,2.4489295328613303,2.35741525998333,2.40706949704593,2.49292548585425,2.5267808804087597,2.6673964449886403,2.68070515000747,2.7169748354120697,2.7553498138353105,2.84384568741892,3.01736642842219,3.1052506178935597,3.2631045494829,3.3677243413619102,3.48488236149091,3.57733245641114,3.58203136235614,3.6606662672009302,3.70183715763757,3.73322909981544,3.7031214325381403,3.6543012718713794,3.65960386575097,3.5775498860189,3.5615622734019703,3.52405546852373,3.4536659659082596,3.5078194395997406,3.53008254681351,3.47419044979614,3.4245697301646603,3.31501881593152,3.22295779866448,3.23416117887184,3.1863009353051,3.16342291588799,3.2119687360917504,3.1755915013544103,3.1182000888929395,3.10082723305982,3.07602342935072,3.0195609076952405,2.9999793014487497,2.9777106580805,2.9744504828506,2.94085403302225,2.87224282566539,2.82084988967593,2.7755420841609597,2.7626637837930095,2.770005057845,2.7912279356158503,2.77030312266761,2.7771602188985898,2.80060844014686,2.80279038737373,2.7919553440128797,2.77823216154252,2.7623079467520295,2.76905183877513,2.7924059397087904,2.8263378245762003,2.84024436921554,2.8291020145739902,2.81488350042528,2.8422886176645203,2.87077230121488,2.90158912662376,2.93773611976536,2.95618040405187,2.99230982363937,3.05003147914389,3.1536245736012503,3.23845966386587,3.3491989307753998,3.4544390683362596,3.56451690273059,3.66857053261335,3.76033365369277,3.8727367177641296,4.00487365182448,4.13122757911552,4.22936556186363,4.32120120574742,4.401627817265441,4.46543156943946,4.53409760289087,4.59334319392362,4.629232747535361,4.70654134815147,4.7414595102465995,4.74039387345659,4.68479485397434,4.58144324044028,4.479656815376861,4.32949006269025,4.18018097780504,4.068293143174491,3.95667191310223,3.85933618199253,3.7933341467724104,3.66515598409896,3.5382285653188394,3.44094226279985,3.3864381801272203,3.3630503867735397,3.3076232507673997,3.31741882719578,3.3907907305327303,3.4406944318803103,3.43131448679095,3.421529761182,3.3672414010469103,3.29557058667239,3.2305103757711695,3.15507127103588,3.0736236942343,3.11217544629731,3.15045812979531,3.16351655984827,3.13809190058322,3.17861336436665,3.23823204214028,3.3199164633370097,3.3096023873434,3.3084699193127203,3.31237223595011,3.3504446442845697,3.38450962242001,3.33587202063104,3.3266759159031003,3.34005628652572,3.3535758399071,3.38483054580541,3.39277687261039,3.4186546204550803,3.4845951976289506,3.52842667724815,3.5890578553401697,3.65752403525518,3.72223610195604,3.74918372107858,3.8082360743595203
394415,"Stamford, CT",58,Price To Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5941371294624704,3.5111355923483103,3.4409857335207,3.37603746543272,3.3218976961134303,3.2861174695233397,3.27321181605574,3.27492019594237,3.27767481914288,3.28097243705104,3.2889705618639304,3.30446339607494,3.32946011846901,3.3676824665311598,3.43106907637112,3.51849401780155,3.57435222362491,3.6187286180355605,3.6516514897800603,3.73693503249681,3.8130022939443,3.9005246249512404,4.00211806204352,4.12676978746475,4.281659435534809,4.42705479212695,4.61083792904679,4.792515341258349,4.99849128107204,5.17865833409784,5.306088970893169,5.35170874140616,5.456115859564401,5.554046115925259,5.63728137653595,5.659399807480741,5.69168264105251,5.711661315392161,5.67033634825189,5.57594993705472,5.4468496770261,5.29627535594975,5.16652153501802,5.08279943022446,4.935392543857531,4.808345690092129,4.732531033004911,4.7364098731343605,4.61884551078555,4.48805019482893,4.3072947475543,4.203959923437299,4.11680943774648,4.00094068289446,3.98842400992032,4.05601211501334,4.096110689581799,4.1037088802363195,4.12908446936175,4.070927944067,4.08854459515776,4.0386524367278795,3.96083755163167,3.90673881539909,3.86121725062239,3.83530845892762,3.76034744522588,3.6129135750244905,3.6101903849117405,3.64685734133208,3.7292222798598,3.70710218092172,3.6499294621043097,3.6629802905665,3.63433021552421,3.6240221493549702,3.62679546318756,3.63544281524454,3.64693580005758,3.59709134913683,3.5708079871905,3.5322142053102303,3.49653478488688,3.50764781328825,3.5016939233098,3.47308364369404,3.51045587572337,3.5259699197030803,3.52642092518873,3.52264737014921
394312,"Albuquerque, NM",59,Price To Income,3.2581106161532496,3.31258651358078,3.4346842989310495,3.45071672759421,3.3994954617009103,3.51902903094406,3.46111785094281,3.50905923053638,3.6016051537217795,3.5132785141945804,3.59579684973176,3.5508210807105898,3.4575848523197696,3.34317082395658,3.56626404857562,3.5695572017347206,3.4310322819362904,3.43903745516575,3.40883378137399,3.48468109952011,3.454233645716,3.4913059961208397,3.2953802073327005,3.35578350910806,3.3851506189032103,3.31408357057409,3.33438239045058,3.3694298814652206,3.29798648313393,3.3306591111049597,3.33374135718478,3.3262016459121,3.35552975315437,3.3787665844947004,3.34029944050772,3.3088576434724395,3.25811380651723,3.24053313116762,3.2254319298942407,3.1951413198270298,3.1196842155074305,3.12122505972981,3.07283133016545,3.09784416364819,3.0860436616058,3.03224534718104,3.02477101320057,3.02832190943443,2.9989428914539396,2.98081016092274,2.98688214220569,2.99081984687204,3.00603773648149,3.05072225818336,3.03980510647801,3.02516100908481,3.0388823652884605,3.03325244255023,3.0749218179773803,3.08504494573633,3.12003632114031,3.1677042721350004,3.2357215798576804,3.29215321455009,3.2983007584701403,3.2904527733831204,3.33811302875808,3.36690255344361,3.3775697346951903,3.3724353277877404,3.3674316758689797,3.3583574455266803,3.36991548139172,3.37398986461272,3.3587540020302202,3.33592672071803,3.32591736222319,3.2694919618177796,3.2761927828608597,3.30202142875989,3.2845469673163996,3.25810742578928,3.21877943986068,3.2139494111558102,3.23258528060251,3.26008278712198,3.24237268613071,3.2199698695609396,3.2341044021496295,3.2499680693798596,3.26162313537556,3.2653915539062597,3.2711212679565196,3.2971527105062504,3.3136380835529398,3.3132289413898506,3.30442983195916,3.3011338294326205,3.2775869214115,3.27696457392128,3.29991935657555,3.3318976762570296,3.37228647408057,3.40875949894298,3.4247777052585797,3.44832554052038,3.4746247830370294,3.56333513521678,3.67622630118432,3.78019473111237,3.9087467204551296,4.02452806120157,4.1216392080297,4.150057794132859,4.16580741893025,4.1851134927278,4.20904179897241,4.21025202927153,4.16068527505512,4.079212688347081,3.99557549704346,3.9809862835191803,3.90987526400103,3.8606087175596,3.8845973472834303,3.90450811582973,3.87670359585796,3.84320748661994,3.77246999019546,3.68712402385548,3.62086108265258,3.5561379177680297,3.4853857066894003,3.44050977281433,3.45480094484388,3.4374221695480003,3.37009364558087,3.37092198924798,3.33704208773722,3.3872243748792203,3.35505325883286,3.40382686791828,3.3884404406097204,3.3618746125763797,3.36671189643676,3.37319134269932,3.43159403262139,3.47479477376167,3.47588771653521,3.44306139395142,3.43335675391868,3.42780330648481,3.46282273953873,3.44713901818016,3.4279253026108303,3.43925213726158,3.46722138524059,3.47986681686766,3.49229516708246
394308,"Albany, NY",60,Price To Income,2.75435604138359,,,,2.20096897681776,2.29302861773614,2.13079420008019,2.15130802709494,2.20673712665915,2.21394473292972,2.0421130959366103,2.17552283506535,,2.11826992561992,2.1071449250179,2.20952447786214,2.02911886746052,2.0476367400790303,2.0569933877680797,2.2080658107816697,2.1456852386596,2.23810613093466,2.20930771766539,2.23098421927866,2.2231382893197997,2.2295119702081,2.28886989393407,2.38904585172844,2.30486908663638,2.47613338777343,2.5135777710641403,2.57752228331663,2.7226148966505295,2.81456011016061,2.83566164606041,2.94120914107008,2.9728102077819902,2.9924487077405,3.0610170388533198,3.0485483431843,3.0449019345627097,3.00895551113859,2.98413981184646,3.01065447227674,3.0163884040403097,3.02328469606435,2.9934260754669704,2.94142106480218,2.93046472055381,2.9169648898379905,2.94558878059052,2.95032277886961,2.9593692126532,2.9941980157573505,2.94162614959954,2.9424818959502703,2.91410491864036,2.8884773458159194,2.8935548989399997,2.89381608249577,2.8601364114332997,2.8511827476908,2.7713360425177402,2.7373760402494502,2.71751361329154,2.6372494534681805,2.63633661904783,2.67713801644507,2.66992934815601,2.6848884641507595,2.64189008364842,2.5929409733078796,2.55323163954279,2.52244449016696,2.47820450906133,2.44164972123243,2.4191976831168,2.4084920046886,2.3787474659193597,2.3492100781112404,2.3196326643842404,2.30350213270531,2.29827672480548,2.2917462724263302,2.30419573095373,2.30880011143152,2.3147695626907097,2.30721615912672,2.32183411378208,2.35351126109629,2.40936266600215,2.45540662985796,2.50775266530071,2.5539707433028,2.60422862704807,2.63865463451623,2.69305792128014,2.76843327626869,2.8237573245174503,2.88886276222308,2.9570053909761698,3.0307393201656003,3.11251120328942,3.21596030492854,3.28460567407619,3.36331562634912,3.4439558181796004,3.53934615628968,3.5816403485948904,3.60785178852933,3.64582072021892,3.66231435377694,3.65540117099142,3.61798655129694,3.57000583610526,3.5389334327868,3.5225538675736896,3.47253561689348,3.4293330236701203,3.3717947713681204,3.3315785632853503,3.3425936851336098,3.30123748549074,3.3044255612384803,3.3206820392153595,3.3518465476417405,3.34238977559658,3.31444869728058,3.27178213345631,3.21140469949367,3.17212995073345,3.12339130887448,3.1270985548655803,3.0990475036540897,3.08655703779823,3.05106269215346,3.02544343758664,3.0256619805297102,3.02393729091604,3.0716214889912403,3.0537048170715897,3.04920866903922,3.04475595767838,3.03497705790555,3.01120885195938,2.9981641618276202,2.98328507988101,2.99255051922471,2.96062020287731,2.9599498722612405,2.9660162978792997,2.99190732200081,2.9973581915446097,3.0178271144468902,3.0246283589867597,3.02394657386836,3.0908493063699596,3.1160171134177594,3.1379599299898193
394938,"Omaha, NE",61,Price To Income,2.4289181919270098,2.90403335202435,2.8679080602243703,2.9883718466894704,2.82196301339149,2.8867441055727796,2.9170672603358,2.90439198964678,2.79873436069205,3.0926819550925804,2.61132518030962,2.8089020041853603,2.67652765610432,2.83465618759871,2.8148382919193704,2.76187864446362,2.7907866427027797,2.77230764632653,2.7374903869528597,2.7636874196136803,2.7668358203035,2.68699460830971,2.73324345931239,2.66691180312099,2.64953328268463,2.61657198978837,2.61237320073446,2.6275817358520297,2.62903328647881,2.6358280626418,2.60638467253869,2.58354835771764,2.5433748296202796,2.54169314123742,2.52330320196331,2.45728187476042,2.4653337296222797,2.4250557826937698,2.4065101824201096,2.38812566151538,2.3489948904476403,2.3000169226378904,2.31078841476598,2.2989415232713397,2.3392869755445003,2.3231377897909598,2.3382291961193595,2.3261218638434,2.2966253272559602,2.29643222604411,2.30175084395869,2.31681298187899,2.32541797913696,2.35786868541067,2.3741949488520495,2.38649134580821,2.3664521468966,2.3764950940792797,2.38212016950433,2.40934491452425,2.428413020336,2.42942336351801,2.47398125945896,2.47462529893213,2.4502667559343396,2.42315379088435,2.45680686498156,2.47489483348456,2.48175504619571,2.4903068358252503,2.4740605683752404,2.48688667514686,2.5378537550237996,2.61946647235358,2.65943234165777,2.59891029805149,2.47199698623601,2.34716433360964,2.26961167135831,2.2511106928462903,2.27591779209687,2.36571760670515,2.49925552889733,2.5729961474598197,2.5704954502673303,2.55781704962143,2.5347274909301603,2.5205599876174,2.50067567150903,2.41658197715696,2.2921548107467298,2.2436018519684504,2.26043574826714,2.2902118656086903,2.30854479049956,2.33981383842985,2.36692963780927,2.3804552098559197,2.41988883428485,2.47886923933802,2.5457768586190697,2.6060380949737203,2.66250887071292,2.6643648312908903,2.62772687773492,2.62957435106295,2.64334683060506,2.66536795895293,2.6719779938837003,2.67036020476969,2.65670195066387,2.6598697402680003,2.67341662451167,2.65164323553966,2.59029871279773,2.5552852623317595,2.5426460858074598,2.51233551081642,2.48109015863729,2.45235766785462,2.42642321121263,2.43249681954293,2.42364361852778,2.4312452938767795,2.45153373729886,2.4531733323307203,2.43307204442712,2.3985079243367995,2.3956591181239797,2.35780312158281,2.33312830084629,2.3026846132756003,2.3024641844483797,2.3111599611359703,2.32754628169453,2.3514082759697597,2.34349920902388,2.35352202143269,2.35591039019139,2.3872740509777297,2.3989681919117,2.37158791557998,2.33800813188453,2.30733300762562,2.30413931553925,2.3138527292304,2.3317758715033197,2.34691548605067,2.35385654906939,2.3651571870462202,2.37250374678058,2.3964092894294504,2.41748525976855,2.4306981245255,2.46569121887025,2.50025031815844,2.5235461317645003,2.5557887921977596,2.58305086045693
394908,"New Haven, CT",62,Price To Income,3.0581958219392096,2.6255386597786297,2.69075948512622,2.7858874698942797,2.7825556015961004,2.57225374586937,2.56712877229363,2.6249770603290896,2.68245798473854,2.71904549693625,2.7037199384747406,,,,,2.4601558239733703,2.44392255821381,2.4975106935914,2.5101903205749903,2.53897588999493,2.6343888533251203,2.6427499468041202,2.6148935557208,2.6699905858079602,2.5926146118918596,2.70895116557081,2.76723746020585,2.85228756461006,2.97115914960454,3.0376333682217096,3.1586297348610497,3.3673081473642896,3.5950329697290404,3.7601859032188396,3.86289103393647,3.96473649071231,3.9050916406342404,3.9031304273284304,3.93052499498867,3.81530234763252,3.7794268528241,3.6628573313358395,3.59629522545676,3.60474491820854,3.5698691509230898,3.55491370488823,3.47439731958929,3.37635583117437,3.3113051974012295,3.27370286368002,3.22516664794101,3.1959416182620197,3.25269987286151,3.2617893997560095,3.16503385185471,3.13176485798077,3.11721346884908,3.0789056078527497,3.0839794410663903,3.0763939728930496,3.0399976709853704,3.00803729061392,2.90904327830335,2.8924170419771302,2.79698770614506,2.78892033694812,2.7875062291157997,2.83344135097618,2.8100007855584503,2.8046792937983196,2.76479851969738,2.73168193128987,2.69832209680911,2.6674346467208903,2.6183194938569905,2.58278943908436,2.58828552054783,2.61332675194281,2.6267452929068,2.62239598306645,2.6318092568499303,2.652625902923,2.6652692454991804,2.6799062868359704,2.71139368684297,2.7291227136563396,2.74382569628554,2.7638684021481605,2.8312253484324197,2.8946076866522596,2.9618933722301297,3.0288395912101604,3.09183789818844,3.17988037016929,3.26296732613261,3.35074984689367,3.42980222437809,3.5432500605449504,3.6459554290048795,3.74379637987382,3.8242811279885096,3.93726868078669,4.083122843880161,4.23850294523274,4.3411546925425,4.42759059569662,4.50270036748191,4.61938432117799,4.6951335800065594,4.66419620846774,4.61153265735433,4.52797522362958,4.45979540264333,4.37120492539159,4.24356659368433,4.1438673779789195,4.09128349337375,3.97369966810614,3.88177734164083,3.75298461757664,3.7131217300404002,3.69998992544667,3.62061124204723,3.6104642683780597,3.6491089788151,3.6983779208173297,3.68052384451274,3.62501137011668,3.5432376687177003,3.48867731894136,3.48308747779278,3.43817713976165,3.3536901082047303,3.28272674558868,3.2429763692191202,3.22427428993988,3.1882843386504502,3.1963847145396,3.2455278388808195,3.32966346146559,3.3348152864161897,3.3247044148319,3.2824424041495903,3.1896927075774197,3.11888636608521,3.06735720706217,3.0403163070862202,3.0533669774668395,3.0003706704705397,3.0113977259802995,3.01719848645552,3.0274150925811805,3.0027993839418,3.0005379789409705,2.96742647798473,2.98149644419613,3.0331149644164004,3.0292735767215495,3.0226167305344505
394357,"Bakersfield, CA",63,Price To Income,2.9083095981770404,3.4299167421146803,3.56438186140434,3.56991594349949,3.58109850440217,3.44135948038415,3.4676321365680702,3.5659711645892997,3.3810421403455297,3.37752408387089,3.3283523511654707,3.44251798186767,3.5548056587333305,3.2713552957471697,3.3834639388462002,3.5271032257647996,3.3739461401665496,3.42123068971317,3.30894213340735,3.25911985296774,3.2334439729370295,3.1779510888975495,3.22400954711097,3.20993713476668,3.12166504022843,3.12187343229366,3.03414693081862,3.06243874012344,3.06381335440172,3.03475858258034,3.09353353500041,3.0781129874251802,2.9980200218296402,3.0068182092494498,3.0033338391121696,2.9232823280261897,2.84173092646424,2.8735954693030203,2.87968767603746,2.8413938274165,2.82565009276165,2.75866092339409,2.7738283903316803,2.80021231127121,2.8644851659327997,2.90041957594218,2.9078469273559304,2.9669773680748794,2.99525799289387,3.0257772757464503,3.0682152806798197,3.0736576950519003,3.1741181163379504,3.1984447988570697,3.15734220062211,3.2089774177262904,3.2011320187940098,3.20033826703481,3.2376571044364204,3.2182304036808995,3.21965380592671,3.17111334740583,3.05166072920226,3.0158841578202003,2.9302456642669,2.8885476544087703,2.8872328797538196,2.9087722689981494,2.87758008438887,2.890450629327,2.81225722310691,2.7307439196013497,2.67406064669931,2.6463924286097202,2.60068383401561,2.5519445908276603,2.5463903562237595,2.57228707916057,2.58518082067955,2.56325646389272,2.5519375650989704,2.5383478981394396,2.52730834319548,2.5513013884923903,2.5896027728325497,2.59239124877255,2.56414942662618,2.5392559041721805,2.55571566414602,2.59625654072143,2.66361175702888,2.7193654601889903,2.78971865249422,2.8637559497112797,2.91666524079994,2.9956701568144304,3.1120743266650295,3.23477935147214,3.3540319393213,3.48000652182774,3.64199424945605,3.8266926686820204,4.0979564289851895,4.475619028171121,4.83001788795778,5.18237013050879,5.65341964557315,6.048305546500809,6.233987323913291,6.27647061926085,6.3065227463834,6.18194018020523,6.0260990594054995,5.84748509759956,5.589020000956991,5.205152753636599,4.84026270660591,4.47505270796493,4.04847057895885,3.7365534073472597,3.50011768542068,3.33617053125911,3.13706015221711,3.0509146482336402,3.0300144574975496,3.02149646793758,2.9831287259663304,2.93187959004302,2.8524178455039704,2.75900094256835,2.6717845410285403,2.6415630200372697,2.6885446070339,2.7142759111728103,2.7894118195283197,2.8572957724107795,2.8595709203243103,2.9656569705039195,3.11811544413829,3.29758024505009,3.3431731241042995,3.38669623087628,3.4179114159472994,3.40808896494955,3.47324544200046,3.53523880609124,3.56960940468779,3.6103153592354302,3.6384882851278597,3.68201118298274,3.74006395349186,3.77534549022651,3.83191188127413,3.84128757609854,3.85246716934309,3.90837360693788,3.9148997424668996,3.94050677090104,3.9656742089708
394753,"Knoxville, TN",64,Price To Income,2.44661111421791,,,,,,,,,,,,,,,,,,,,2.69606796328664,2.7922334892498797,2.72697307670425,2.6486665078676297,2.61772586486191,2.67043735358863,2.58324901657073,2.59790564193638,2.58736056036813,2.58948321629512,2.6214705941789,2.60476983213088,2.5246292553554,2.53650948730386,2.52445560744188,2.48923472423267,2.56670326070668,2.4812111132186003,2.5181734743475497,2.49810145214517,2.46367292211725,2.44633448979394,2.44568491969083,2.43973604660623,2.4381681623384703,2.46493067433885,2.4779929544848396,2.46813389416486,2.38916870614396,2.40166627146341,2.39275207920482,2.37339204189109,2.42549560675371,2.4266803079724304,2.4090403773925804,2.4271247875697997,2.42179910238823,2.40931124548614,2.4293490357003598,2.42019120393178,2.42047472811894,2.4058078726891003,2.37252893518371,2.4083374004016496,2.38424155977423,2.3950308201632797,2.4328589597292005,2.46785638618188,2.44688773864187,2.47102879197821,2.44615058071488,2.4434991914753597,2.44905558294083,2.46606979909296,2.4868613400259303,2.49754090645971,2.5027643613698,2.50204177474139,2.47932321273007,2.43519193621764,2.40124013988996,2.39875781422042,2.4075322320916803,2.43741348923123,2.44892354382864,2.44722700145838,2.43976218912608,2.42758674744471,2.42986501410619,2.4561601007025597,2.49190736246827,2.50990578841306,2.50723038634652,2.5080656503564,2.50436336132354,2.5237458532313304,2.54261777092618,2.5573525451398798,2.5474359940575297,2.5544323633243997,2.5915028411782597,2.6342100675322597,2.69469899322487,2.75356246876688,2.80455363439879,2.8495431273997096,2.91261389869607,2.9890108152786405,3.06407959327909,3.1063589553577797,3.12896469115214,3.1526731494154703,3.1733435359559703,3.18499028214702,3.1640467926849802,3.14992949553856,3.1404732291950603,3.13334959910405,3.1196224480357904,3.09342296818717,3.07894342521281,3.11034521137301,3.1089127962711602,3.11290066654753,3.1167821507436,3.1181226508500295,3.0726635907342796,3.02904692902407,2.9919085340162,2.9483871178593795,2.9272171859654303,2.9088998150256002,2.8746703842345,2.8473640510062004,2.8179915181878,2.78296787459539,2.76011460495247,2.76656978483248,2.7877607750285898,2.8208675516832,2.8377618306401606,2.81696568040691,2.8139617630978297,2.8216734654433195,2.8192349432486896,2.8335776611041097,2.8420399268659597,2.84825129238361,2.8361795615426404,2.824993480394,2.8250920415389,2.87094952216347,2.90558171993334,2.91730786744696,2.95045379037022,2.97146135211781,2.99605815463033,3.0683911701543902,3.0920214371754104
394653,"Greenville, SC",65,Price To Income,2.6004315281101498,,,,,,,3.00240680028115,2.84607578981706,2.8458957333271098,3.2295158600854097,3.2039990803140803,3.06071240102906,3.33509659849304,2.92774841555108,3.03950573186075,2.53532024436586,2.92521726293613,2.94843620989152,3.00460075387029,2.83478200285814,2.8301048565008395,2.84755828394373,2.7781092746175498,2.81535087285289,2.82161317107181,2.7231717494413594,2.7036373331925203,2.70912552230053,2.68794204101799,2.66792239881769,2.6714375146900298,2.6283890100155403,2.60653272133453,2.59312077958295,2.60666600007464,2.56861873795087,2.5508803736269,2.55590381078389,2.56717816115956,2.5807751782134503,2.5409317553308597,2.54887900403566,2.53117165342712,2.57878769276352,2.5982033762121897,2.55952243780093,2.56447561506581,2.50722424075516,2.5521395408797596,2.58355441396511,2.58047881189997,2.61130196445523,2.61825479141448,2.58676570574076,2.61963680755822,2.60220233796249,2.5848915572468396,2.58362912729398,2.5981050998052404,2.5897392156898396,2.5910780648995,2.61214359750357,2.60469523992851,2.56917616667229,2.60577170699729,2.5986607182577997,2.61833178168808,2.63100422503732,2.6369620073947,2.65513490877154,2.6906182420471,2.7602880488633597,2.83970540455781,2.8682658487108905,2.8253887484390803,2.75246006304932,2.68401617647502,2.67132441609481,2.64487503366205,2.5578594107932697,2.5037243875235,2.49504088048367,2.52394142397636,2.56496585614088,2.58520588498003,2.57746532917842,2.58031608872087,2.6083043632352503,2.6334903305105,2.65168220923294,2.67564187246875,2.6992631964744995,2.7192752087628596,2.73147561191456,2.7463865185057204,2.76696172578282,2.78653699547219,2.7995877607022406,2.83290082049202,2.85947834731134,2.87906674403951,2.88653229685534,2.89977257603526,2.9114875938550697,2.94880290837617,2.98848954248942,3.0247693368658197,3.05132800900117,3.0582764907597597,3.0694507106466298,3.06828553915618,3.07107460774373,3.05287778151087,3.0243580475273197,3.0149122721641897,3.0304163592618703,3.04208321131301,3.0092496727412796,2.9771618753924503,2.9517519082641,2.98460717742504,2.9814880841988702,2.97972338503019,2.9886093074030797,2.9908174947521604,2.9648993355436404,2.9492170706970797,2.9232794827143103,2.8922930959221502,2.8795141609397596,2.85876057463863,2.8535724229281096,2.83973256468484,2.81551091386336,2.8161870002369,2.81618896089802,2.82706110493853,2.8562105838445,2.89713915962673,2.9053097845449196,2.8825236361394797,2.8440707578551603,2.81420562620827,2.80634744768167,2.80607132569532,2.81201322426744,2.7943590982397204,2.77712538343613,2.7793715925296403,2.82282628985606,2.87308669401725,2.9152327612342797,2.9570154101708903,2.98481967852636,3.0217630439902203,3.0638814869602,3.12045929512462,3.16323283791992
